row,non_zero_column
0,[293]
1,[]
2,[316]
3,[263]
4,[]
5,"[277, 313]"
6,[]
7,[]
8,[]
9,[]
10,[]
11,[]
12,[]
13,[]
14,[]
15,[]
16,[]
17,[228]
18,"[50, 226, 274]"
19,[]
20,[221]
21,[223]
22,[]
23,[]
24,[]
25,[]
26,[]
27,[]
28,[]
29,"[141, 306]"
30,[]
31,[]
32,"[47, 50]"
33,[]
34,[47]
35,[]
36,[289]
37,[124]
38,[]
39,[]
40,[186]
41,[]
42,[]
43,[174]
44,[]
45,[]
46,[169]
47,[]
48,[272]
49,"[66, 288, 296]"
50,[]
51,[7]
52,[]
53,[244]
54,[]
55,[83]
56,[251]
57,[]
58,[110]
59,[]
60,"[179, 197]"
61,[]
62,[348]
63,[]
64,[]
65,[]
66,[207]
67,[]
68,[]
69,[]
70,[]
71,[]
72,[]
73,[]
74,[]
75,[]
76,[347]
77,[200]
78,[338]
79,[]
80,"[200, 202, 247]"
81,[259]
82,"[203, 254, 327]"
83,[178]
84,"[201, 202, 258]"
85,[119]
86,"[200, 251]"
87,[202]
88,[]
89,[204]
90,[251]
91,"[198, 263]"
92,[]
93,"[194, 199, 202, 329]"
94,[196]
95,[]
96,[]
97,[27]
98,[]
99,[]
100,[274]
101,[221]
102,"[101, 273]"
103,[]
104,[]
105,"[34, 99]"
106,"[195, 333]"
107,[104]
108,[268]
109,[286]
110,[273]
111,[]
112,"[129, 261, 265]"
113,[]
114,[]
115,[281]
116,[]
117,"[150, 276, 283]"
118,[51]
119,[]
120,[]
121,[]
122,[182]
123,"[43, 206, 249]"
124,[]
125,[]
126,[293]
127,[]
128,[]
129,"[47, 298]"
130,[]
131,[]
132,[161]
133,"[161, 218]"
134,[]
135,[]
136,[263]
137,[56]
138,"[2, 58]"
139,[]
140,"[237, 252, 265]"
141,[259]
142,"[195, 278]"
143,"[134, 256]"
144,[260]
145,"[255, 257]"
146,[55]
147,[169]
148,"[123, 248]"
149,[254]
150,"[61, 121]"
151,"[107, 286]"
152,[256]
153,"[49, 50]"
154,[74]
155,[48]
156,[45]
157,[]
158,[]
159,[]
160,[]
161,[]
162,[]
163,[198]
164,[]
165,[209]
166,[]
