timestamp,action,block,x0,y0,x1,y1,x2,y2,x3,y3,level,type
191,0,7,0.08333333333333333,0.5,0.125,0.5,0.125,0.5833333333333334,0.08333333333333333,0.5833333333333334,0,0
229,1,7,0.4791666666666667,0.4166666666666667,0.5208333333333334,0.4166666666666667,0.5208333333333334,0.5,0.4791666666666667,0.5,0,0
284,0,6,0.0,0.5,0.041666666666666664,0.5,0.041666666666666664,0.5833333333333334,0.0,0.5833333333333334,0,0
317,1,6,0.4791666666666667,0.5,0.5208333333333334,0.5,0.5208333333333334,0.5833333333333334,0.4791666666666667,0.5833333333333334,0,0
384,0,11,0.16666666666666666,0.6666666666666666,0.20833333333333334,0.6666666666666666,0.20833333333333334,0.8333333333333334,0.16666666666666666,0.8333333333333334,0,0
438,1,11,0.3958333333333333,0.3333333333333333,0.4791666666666667,0.3333333333333333,0.4791666666666667,0.4166666666666667,0.3958333333333333,0.4166666666666667,0,0
492,0,10,0.08333333333333333,0.6666666666666666,0.125,0.6666666666666666,0.125,0.8333333333333334,0.08333333333333333,0.8333333333333334,0,0
522,1,10,0.3958333333333333,0.4166666666666667,0.4791666666666667,0.4166666666666667,0.4791666666666667,0.5,0.3958333333333333,0.5,0,0
581,0,9,0.0,0.6666666666666666,0.041666666666666664,0.6666666666666666,0.041666666666666664,0.8333333333333334,0.0,0.8333333333333334,0,0
611,1,9,0.3958333333333333,0.5,0.4791666666666667,0.5,0.4791666666666667,0.5833333333333334,0.3958333333333333,0.5833333333333334,0,0
666,0,5,0.16666666666666666,0.25,0.20833333333333334,0.25,0.20833333333333334,0.4166666666666667,0.16666666666666666,0.4166666666666667,0,0
727,1,5,0.5208333333333334,0.4166666666666667,0.6041666666666666,0.4166666666666667,0.6041666666666666,0.5,0.5208333333333334,0.5,0,0
782,0,2,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.08333333333333333,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0
815,1,2,0.6041666666666666,0.4166666666666667,0.6458333333333334,0.4166666666666667,0.6458333333333334,0.5,0.6041666666666666,0.5,0,0
875,0,1,0.08333333333333333,0.08333333333333333,0.125,0.08333333333333333,0.125,0.16666666666666666,0.08333333333333333,0.16666666666666666,0,0
926,1,1,0.5625,0.3333333333333333,0.6041666666666666,0.3333333333333333,0.6041666666666666,0.4166666666666667,0.5625,0.4166666666666667,0,0
997,0,0,0.0,0.08333333333333333,0.041666666666666664,0.08333333333333333,0.041666666666666664,0.16666666666666666,0.0,0.16666666666666666,0,0
1041,1,0,0.5625,0.5,0.6041666666666666,0.5,0.6041666666666666,0.5833333333333334,0.5625,0.5833333333333334,0,0
