device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
3219076619,2163308755479,"(0.7598334550857544, 0.76542067527771)","(95.52074432373047, 62.445220947265625, 14.682317733764648)",1,5.0511627197265625,1,"(-78.15145111083984, 32.44972610473633, 867.0616455078125)","(0.6225135326385498, 0.4077673852443695, 0.9423621892929077)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557478,0.7598334550857544,0.76542067527771
3219087722,2163308766579,"(0.7646389007568359, 0.7580024600028992)","(97.28733825683594, 63.886695861816406, 15.206963539123535)",1,5.0285797119140625,1,"(-77.97872161865234, 32.34260559082031, 867.2758178710938)","(0.6222000122070312, 0.40802326798439026, 0.9427497386932373)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557491,0.7646389007568359,0.7580024600028992
3219098825,2163308777679,"(0.763450026512146, 0.741851270198822)","(96.85021209716797, 67.0251235961914, 16.349233627319336)",1,5.0212554931640625,1,"(-77.79644775390625, 32.27890396118164, 868.0001831054688)","(0.6217955946922302, 0.4082266092300415, 0.9441543221473694)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557500,0.763450026512146,0.741851270198822
3219109929,2163308788779,"(0.7645842432975769, 0.7370997667312622)","(97.26720428466797, 67.94840240478516, 16.685293197631836)",1,5.0107421875,1,"(-77.4748764038086, 32.13376998901367, 867.3032836914062)","(0.6213721036911011, 0.40849271416664124, 0.9426989555358887)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557512,0.7645842432975769,0.7370997667312622
3219121032,2163308799882,"(0.760473906993866, 0.7355982661247253)","(95.75614166259766, 68.24017333984375, 16.7914981842041)",1,5.02386474609375,1,"(-77.07686614990234, 32.02663040161133, 867.4818725585938)","(0.6206944584846497, 0.4087499678134918, 0.9429759383201599)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557523,0.760473906993866,0.7355982661247253
3219132135,2163308810985,"(0.761678159236908, 0.7359586358070374)","(96.19886016845703, 68.17015838623047, 16.7659969329834)",1,5.017303466796875,1,"(-76.71676635742188, 31.91437530517578, 868.0194702148438)","(0.6200276017189026, 0.40904706716537476, 0.943974494934082)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557534,0.761678159236908,0.7359586358070374
3219143238,2163308822088,"(0.7588605284690857, 0.7354337573051453)","(95.1630630493164, 68.27214050292969, 16.803098678588867)",1,5.011322021484375,1,"(-76.18539428710938, 31.695781707763672, 867.5398559570312)","(0.6192282438278198, 0.40949660539627075, 0.942910373210907)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557545,0.7588605284690857,0.7354337573051453
3219154341,2163308833190,"(0.7605311274528503, 0.7428324818611145)","(95.7772216796875, 66.83447265625, 16.279829025268555)",1,4.9943695068359375,1,"(-75.64445495605469, 31.527097702026367, 867.608642578125)","(0.6183332800865173, 0.409882128238678, 0.942940890789032)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557556,0.7605311274528503,0.7428324818611145
3219165444,2163308844293,"(0.7601413726806641, 0.7491142153739929)","(95.6339340209961, 65.61381530761719, 15.835594177246094)",1,4.9920501708984375,1,"(-75.15135955810547, 31.361684799194336, 867.9463500976562)","(0.6174789071083069, 0.4102812111377716, 0.9435162544250488)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557567,0.7601413726806641,0.7491142153739929
3219176547,2163308855397,"(0.7604787945747375, 0.7488133311271667)","(95.75794982910156, 65.67227935791016, 15.856894493103027)",1,4.98602294921875,1,"(-74.5147933959961, 31.125293731689453, 867.7984619140625)","(0.6164591312408447, 0.410799115896225, 0.9430954456329346)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557578,0.7604787945747375,0.7488133311271667
3219187650,2163308866501,"(0.7670100331306458, 0.7363366484642029)","(98.15898895263672, 68.09667205810547, 16.739294052124023)",1,4.9943695068359375,1,"(-73.93431091308594, 30.92672348022461, 867.7049560546875)","(0.6155229210853577, 0.4112377166748047, 0.9427961707115173)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557589,0.7670100331306458,0.7363366484642029
3219198754,2163308877608,"(0.7606757283210754, 0.8067395687103271)","(95.83039093017578, 54.41636276245117, 11.760024070739746)",1,4.8552093505859375,1,"(-75.08560180664062, 31.874860763549805, 867.802490234375)","(0.6173839569091797, 0.4091484248638153, 0.943255603313446)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.921525955200195, 18.42666244506836, 870.427490234375)","(0.5286402702331543, 0.4397737383842468, 0.9417476654052734)",1,1704791557626,0.7606757283210754,0.8067395687103271
3219209857,2163308888713,"(0.7581711411476135, 0.8140063881874084)","(94.90962982177734, 53.004310607910156, 11.246072769165039)",1,4.8180999755859375,1,"(-77.81156158447266, 32.15781021118164, 867.6614379882812)","(0.6218717694282532, 0.4084630608558655, 0.9434736371040344)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-23.8675537109375, 19.278064727783203, 870.4599609375)","(0.5334435105323792, 0.4378598630428314, 0.9420009851455688)",1,1704791557626,0.7581711411476135,0.8140063881874084
3219220960,2163308899819,"(0.7499051690101624, 0.8448024988174438)","(91.87090301513672, 47.02017593383789, 9.068032264709473)",1,4.74871826171875,1,"(-78.28606414794922, 31.58879280090332, 867.7357788085938)","(0.6226474046707153, 0.40970441699028015, 0.9436650276184082)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.45648193359375, 19.254676818847656, 870.5810546875)","(0.5344012975692749, 0.437904953956604, 0.9422746300697327)",1,1704791557626,0.7499051690101624,0.8448024988174438
3219232063,2163308910922,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-78.24645233154297, 31.34703254699707, 867.8010864257812)","(0.6225762963294983, 0.4102393686771393, 0.9437705278396606)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.530920028686523, 19.459924697875977, 870.6538696289062)","(0.5345166325569153, 0.4374595880508423, 0.9424334764480591)",1,1704791557633
3219243166,2163308922025,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-78.19690704345703, 31.161958694458008, 867.859619140625)","(0.6224890947341919, 0.4106498658657074, 0.9438648819923401)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.59015464782715, 19.648426055908203, 870.717041015625)","(0.5346077084541321, 0.43705061078071594, 0.9425715208053589)",1,1704791557644
3219254269,2163308933128,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-78.14044189453125, 31.001754760742188, 867.8287353515625)","(0.6224033832550049, 0.4109989404678345, 0.943781852722168)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.645755767822266, 19.80756378173828, 870.6889038085938)","(0.5346975922584534, 0.4367012083530426, 0.9425256252288818)",1,1704791557657
3219265372,2163308944231,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-78.08930969238281, 30.86490249633789, 867.8305053710938)","(0.6223211884498596, 0.4112994372844696, 0.9437664747238159)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.69502067565918, 19.945436477661133, 870.6928100585938)","(0.5347759127616882, 0.4363998770713806, 0.9425426125526428)",1,1704791557666
3219276475,2163308955334,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-78.04261779785156, 30.746183395385742, 867.855224609375)","(0.6222426891326904, 0.4115619957447052, 0.943798840045929)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.743518829345703, 20.066925048828125, 870.7188110351562)","(0.534852147102356, 0.4361354112625122, 0.9426029324531555)",1,1704791557677
3219287579,2163308966437,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-77.99976348876953, 30.640586853027344, 867.8564453125)","(0.6221737265586853, 0.41179388761520386, 0.9437862634658813)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-24.78938865661621, 20.17307472229004, 870.7211303710938)","(0.5349254608154297, 0.4359032213687897, 0.9426149725914001)",1,1704791557688
3219298682,2163308977539,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-77.4349594116211, 29.702136993408203, 867.930908203125)","(0.6212500929832458, 0.41386353969573975, 0.9437687993049622)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557698
3219309785,2163308988642,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-77.4021224975586, 28.96898651123047, 867.9500732421875)","(0.6212040185928345, 0.4154690206050873, 0.9437518119812012)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557710
3219320888,2163308999744,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557720
3219331991,2163309010847,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557760
3219355002,2163309033858,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557760
3219366105,2163309044960,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557777
3219377208,2163309056063,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(nan, nan, nan)","(nan, nan, nan)",0,1704791557780
