device_time_stamp,system_time_stamp,left_gaze_point_on_display_area,left_gaze_point_in_user_coordinate_system,left_gaze_point_validity,left_pupil_diameter,left_pupil_validity,left_gaze_origin_in_user_coordinate_system,left_gaze_origin_in_trackbox_coordinate_system,left_gaze_origin_validity,right_gaze_point_on_display_area,right_gaze_point_in_user_coordinate_system,right_gaze_point_validity,right_pupil_diameter,right_pupil_validity,right_gaze_origin_in_user_coordinate_system,right_gaze_origin_in_trackbox_coordinate_system,right_gaze_origin_validity,timestamp,gaze_vizualisation_x,gaze_vizualisation_y
3232641721,2163322320723,"(0.5821719765663147, -0.1922910511493683)","(30.209089279174805, 248.54278564453125, 82.4162826538086)",1,3.523040771484375,1,"(-71.51362609863281, 71.2086410522461, 868.8397216796875)","(0.610817015171051, 0.3233531713485718, 0.949362576007843)",1,"(0.6193950176239014, -0.004239944275468588)","(43.89292907714844, 212.00169372558594, 69.11639404296875)",1,3.5894012451171875,1,"(-17.9268856048584, 54.629398345947266, 870.4093627929688)","(0.5232053399085999, 0.36087775230407715, 0.9446125626564026)",1,1704791571053,0.6,-0.1
3232652824,2163322331826,"(0.5852246880531311, -0.189893439412117)","(31.33131980895996, 248.07687377929688, 82.2467041015625)",1,3.489044189453125,1,"(-71.35623168945312, 71.4561767578125, 868.6876220703125)","(0.610575795173645, 0.3227877616882324, 0.9490751028060913)",1,"(0.6209864020347595, 0.000146610735100694)","(44.47797393798828, 211.14930725097656, 68.80614471435547)",1,3.607513427734375,1,"(-17.65679168701172, 54.87752914428711, 870.2453002929688)","(0.5227652192115784, 0.3603192865848541, 0.9443051815032959)",1,1704791571056,0.6,-0.09
3232663927,2163322342929,"(0.5828232765197754, -0.038064468652009964)","(30.44852066040039, 218.5742645263672, 71.50862884521484)",1,3.4993438720703125,1,"(-71.75383758544922, 71.81715393066406, 868.6275024414062)","(0.6112302541732788, 0.32197967171669006, 0.9490798115730286)",1,"(0.6190223693847656, -0.025202585384249687)","(43.7559814453125, 216.0749969482422, 70.59898376464844)",1,3.612884521484375,1,"(-17.980083465576172, 55.21998596191406, 870.2034912109375)","(0.5232903361320496, 0.3595598340034485, 0.9442782998085022)",1,1704791571069,0.6,-0.03
3232675030,2163322354032,"(0.5870041251182556, -0.03968903794884682)","(31.985471725463867, 218.8899383544922, 71.62352752685547)",1,3.5282440185546875,1,"(-72.38290405273438, 71.97652435302734, 868.5057983398438)","(0.6122754812240601, 0.3215963840484619, 0.9489679932594299)",1,"(0.6190404891967773, -0.016648532822728157)","(43.762672424316406, 214.412841796875, 69.99398803710938)",1,3.60626220703125,1,"(-18.561017990112305, 55.37983703613281, 870.1193237304688)","(0.5242411494255066, 0.35918769240379333, 0.9441549181938171)",1,1704791571079,0.6,-0.03
3232686133,2163322365136,"(0.5889772176742554, -0.060196224600076675)","(32.71082305908203, 222.87478637695312, 73.07389831542969)",1,3.5311431884765625,1,"(-71.47882080078125, 71.63917541503906, 867.8585815429688)","(0.610884964466095, 0.32223424315452576, 0.947478175163269)",1,"(0.615488588809967, -0.018560150638222694)","(42.45692443847656, 214.7843017578125, 70.12918853759766)",1,3.60931396484375,1,"(-17.580806732177734, 55.05980682373047, 869.4258422851562)","(0.5226645469665527, 0.359809547662735, 0.942689836025238)",1,1704791571090,0.6,-0.04
3232697236,2163322376239,"(0.5885802507400513, -0.07468115538358688)","(32.56489562988281, 225.68942260742188, 74.09831237792969)",1,3.550048828125,1,"(-72.52701568603516, 71.94715118408203, 867.6481323242188)","(0.6126285791397095, 0.3215007781982422, 0.9472834467887878)",1,"(0.6198628544807434, -0.0045118918642401695)","(44.06494140625, 212.0545196533203, 69.1356201171875)",1,3.632537841796875,1,"(-18.615629196166992, 55.37697219848633, 869.2763061523438)","(0.5243592858314514, 0.35907527804374695, 0.9424747228622437)",1,1704791571102,0.6,-0.04
3232708340,2163322387343,"(0.584144115447998, -0.07515910267829895)","(30.934064865112305, 225.7823028564453, 74.13212585449219)",1,3.54693603515625,1,"(-73.13038635253906, 71.6670913696289, 867.6236572265625)","(0.6136260628700256, 0.32209715247154236, 0.9472894072532654)",1,"(0.6204259395599365, -0.011589696630835533)","(44.27194595336914, 213.42982482910156, 69.63623046875)",1,3.6443939208984375,1,"(-19.277135848999023, 55.06169891357422, 869.29150390625)","(0.5254467725753784, 0.3597527742385864, 0.9424937963485718)",1,1704791571111,0.6,-0.04
3232719443,2163322398446,"(0.5843724012374878, -0.07704628258943558)","(31.01799964904785, 226.14901733398438, 74.26557922363281)",1,3.5561676025390625,1,"(-71.7267074584961, 71.5942153930664, 867.092041015625)","(0.6113953590393066, 0.3221879005432129, 0.945988655090332)",1,"(0.6190367341041565, -0.011741328053176403)","(43.761253356933594, 213.4592742919922, 69.64694213867188)",1,3.65191650390625,1,"(-17.821584701538086, 55.001564025878906, 868.6764526367188)","(0.5230841040611267, 0.35982799530029297, 0.9411967992782593)",1,1704791571123,0.6,-0.04
3232730546,2163322409549,"(0.5853332877159119, -0.08667661994695663)","(31.371225357055664, 228.02032470703125, 74.94669342041016)",1,3.5733795166015625,1,"(-72.28170776367188, 71.6927490234375, 866.651611328125)","(0.6123649477958679, 0.32188042998313904, 0.9452214241027832)",1,"(0.6180506944656372, -0.016665637493133545)","(43.398765563964844, 214.4161376953125, 69.99523162841797)",1,3.65850830078125,1,"(-18.490413665771484, 55.167076110839844, 868.2716064453125)","(0.5241914391517639, 0.35939639806747437, 0.9404377341270447)",1,1704791571134,0.6,-0.05
3232741649,2163322420652,"(0.586467444896698, -0.0793500766158104)","(31.788158416748047, 226.5966796875, 74.42852783203125)",1,3.5876922607421875,1,"(-72.26090240478516, 71.63505554199219, 866.0369262695312)","(0.6124151945114136, 0.3218947947025299, 0.9439875483512878)",1,"(0.6179030537605286, -0.01164895761758089)","(43.34449005126953, 213.4413299560547, 69.64042663574219)",1,3.6641998291015625,1,"(-18.57777214050293, 55.164154052734375, 867.6590576171875)","(0.5243556499481201, 0.3593156337738037, 0.9392187595367432)",1,1704791571145,0.6,-0.05
3232752752,2163322431755,"(0.5836811065673828, -0.060524832457304)","(30.763843536376953, 222.93865966796875, 73.09712219238281)",1,3.5855712890625,1,"(-71.91059112548828, 71.67481231689453, 865.9971923828125)","(0.6118441224098206, 0.3218073844909668, 0.9438571929931641)",1,"(0.6360694766044617, -0.008617975749075413)","(50.022796630859375, 212.85238647460938, 69.42606353759766)",1,3.68194580078125,1,"(-18.238725662231445, 55.274574279785156, 867.60107421875)","(0.5237996578216553, 0.3590727150440216, 0.9391026496887207)",1,1704791571156,0.61,-0.03
3232763855,2163322442858,"(0.6996114253997803, -0.03183963522315025)","(73.38200378417969, 217.36471557617188, 71.068359375)",1,3.66558837890625,1,"(-71.46853637695312, 71.54612731933594, 867.57763671875)","(0.6109070777893066, 0.3223869204521179, 0.9469030499458313)",1,"(0.6675150990486145, -0.09386733174324036)","(61.582801818847656, 229.41758728027344, 75.45529174804688)",1,3.776214599609375,1,"(-17.648773193359375, 55.10364532470703, 869.1536865234375)","(0.5227839350700378, 0.35967469215393066, 0.9421550035476685)",1,1704791571167,0.68,-0.06
3232774958,2163322453961,"(0.7432713508605957, -0.01789950579404831)","(89.43221282958984, 214.65594482421875, 70.08245849609375)",1,3.6805572509765625,1,"(-71.85750579833984, 71.6318588256836, 868.4905395507812)","(0.6114212870597839, 0.32235774397850037, 0.9487943053245544)",1,"(0.7594656348228455, -0.11614054441452026)","(95.3855209350586, 233.74562072753906, 77.03052520751953)",1,3.7769622802734375,1,"(-18.099346160888672, 55.1706428527832, 870.085205078125)","(0.5234901309013367, 0.3596486747264862, 0.9440408945083618)",1,1704791571208,0.75,-0.07
3232786061,2163322465064,"(0.7432713508605957, -0.01789950579404831)","(89.43221282958984, 214.65594482421875, 70.08245849609375)",1,3.6805572509765625,1,"(-71.64669799804688, 71.47512817382812, 866.7526245117188)","(0.6113114356994629, 0.3223884403705597, 0.9452817440032959)",1,"(0.8253463506698608, -0.12717466056346893)","(119.60452270507812, 235.88966369628906, 77.81089782714844)",1,3.7551727294921875,1,"(-18.08574867248535, 55.04692459106445, 868.33837890625)","(0.5235275626182556, 0.3596765398979187, 0.9405388236045837)",1,1704791571209,0.78,-0.07
3232797165,2163322476168,"(0.7635517716407776, -0.02915721759200096)","(96.88764953613281, 216.8434295654297, 70.87876892089844)",1,3.6596221923828125,1,"(-71.43707275390625, 71.61619567871094, 866.323486328125)","(0.6110226511955261, 0.32200515270233154, 0.9444179534912109)",1,"(0.8253463506698608, -0.12717466056346893)","(119.60452270507812, 235.88966369628906, 77.81089782714844)",1,3.7551727294921875,1,"(-17.86688804626465, 55.241668701171875, 867.8978881835938)","(0.5231803059577942, 0.3591936528682709, 0.9396753907203674)",1,1704791571209,0.79,-0.08
3232808268,2163322487271,"(0.7675504684448242, -0.03838024660944939)","(98.35765075683594, 218.6356201171875, 71.53105163574219)",1,3.6730804443359375,1,"(-71.85685729980469, 71.44464874267578, 866.454345703125)","(0.6116973757743835, 0.3223966062068939, 0.9447187781333923)",1,"(0.8417657613754272, -0.11474625021219254)","(125.6406021118164, 233.4746856689453, 76.93191528320312)",1,3.7645416259765625,1,"(-18.349843978881836, 55.05479049682617, 868.0554809570312)","(0.5239699482917786, 0.35961470007896423, 0.9399862289428711)",1,1704791571211,0.8,-0.08
3232819371,2163322498374,"(0.7710866928100586, -0.05323181673884392)","(99.65763092041016, 221.52149963378906, 72.58140563964844)",1,3.6779022216796875,1,"(-71.7943344116211, 71.3287353515625, 865.3636474609375)","(0.6117436289787292, 0.3224530518054962, 0.9425228238105774)",1,"(0.8479679822921753, -0.10458690673112869)","(127.92063903808594, 231.50057983398438, 76.2133560180664)",1,3.8064422607421875,1,"(-18.416656494140625, 54.94935989379883, 866.9631958007812)","(0.5241181254386902, 0.3596920669078827, 0.9377961158752441)",1,1704791571224,0.81,-0.08
3232830474,2163322509477,"(0.7664204835891724, -0.041351862251758575)","(97.9422607421875, 219.21307373046875, 71.74114227294922)",1,3.6833953857421875,1,"(-71.57111358642578, 71.3082504272461, 865.688232421875)","(0.6113329529762268, 0.32256168127059937, 0.9431275725364685)",1,"(0.8479679822921753, -0.10458690673112869)","(127.92063903808594, 231.50057983398438, 76.2133560180664)",1,3.8064422607421875,1,"(-18.136062622070312, 54.89862060546875, 867.2728881835938)","(0.5236477851867676, 0.3598518967628479, 0.9383958578109741)",1,1704791571233,0.81,-0.07
3232841577,2163322520579,"(0.7632700204849243, -0.03905612230300903)","(96.78409576416016, 218.76695251464844, 71.57876586914062)",1,3.681304931640625,1,"(-72.29483795166016, 71.4398422241211, 865.5144653320312)","(0.6125448942184448, 0.32222673296928406, 0.9429234862327576)",1,"(0.831009030342102, -0.0825689435005188)","(121.68622589111328, 227.22215270996094, 74.65613555908203)",1,3.888641357421875,1,"(-18.839111328125, 54.99870300292969, 867.1403198242188)","(0.5248048901557922, 0.3596001863479614, 0.9381739497184753)",1,1704791571245,0.8,-0.06
3232852680,2163322531682,"(0.7594648599624634, -0.03817012533545494)","(95.38524627685547, 218.5947723388672, 71.51612091064453)",1,3.6970672607421875,1,"(-71.89979553222656, 71.2455825805664, 864.3734130859375)","(0.6120526790618896, 0.3224526345729828, 0.9405595660209656)",1,"(0.828413724899292, -0.06467076390981674)","(120.73212432861328, 223.74429321289062, 73.39031982421875)",1,3.88507080078125,1,"(-18.58135414123535, 54.82621383666992, 865.9789428710938)","(0.524424135684967, 0.3598215579986572, 0.935823380947113)",1,1704791571256,0.79,-0.05
3232863783,2163322542786,"(0.7667490839958191, -0.03182349354028702)","(98.06307983398438, 217.36154174804688, 71.06724548339844)",1,3.7037200927734375,1,"(-72.04579162597656, 71.32979583740234, 864.3575439453125)","(0.6122940182685852, 0.322261780500412, 0.9405660629272461)",1,"(0.828413724899292, -0.06467076390981674)","(120.73212432861328, 223.74429321289062, 73.39031982421875)",1,3.88507080078125,1,"(-18.65212631225586, 54.87697982788086, 865.97021484375)","(0.5245400071144104, 0.35970762372016907, 0.9358154535293579)",1,1704791571267,0.8,-0.05
3232874886,2163322553889,"(0.7659388780593872, -0.026766670867800713)","(97.76520538330078, 216.37892150878906, 70.70960998535156)",1,3.7111053466796875,1,"(-72.3573989868164, 70.69004821777344, 864.2844848632812)","(0.6128265857696533, 0.32364776730537415, 0.9403681755065918)",1,"(0.8296647667884827, -0.08292877674102783)","(121.19204711914062, 227.29205322265625, 74.68164825439453)",1,3.848846435546875,1,"(-18.963726043701172, 54.37065124511719, 865.9373168945312)","(0.5250609517097473, 0.3608069121837616, 0.9356995820999146)",1,1704791571278,0.8,-0.05
3232885990,2163322564993,"(0.7655786275863647, -0.021112021058797836)","(97.63278198242188, 215.2801513671875, 70.30966186523438)",1,3.71685791015625,1,"(-72.05630493164062, 71.05358123779297, 863.1810302734375)","(0.6124757528305054, 0.3226536512374878, 0.9381855726242065)",1,"(0.8275208473205566, -0.10836151987314224)","(120.40389251708984, 232.23399353027344, 76.48040008544922)",1,3.8516998291015625,1,"(-18.801837921142578, 54.73671340942383, 864.8074340820312)","(0.5248286724090576, 0.3598502576351166, 0.9334837794303894)",1,1704791571289,0.8,-0.06
3232897093,2163322576096,"(0.7594878077507019, -0.015569984912872314)","(95.39369201660156, 214.20326232910156, 69.91771697998047)",1,3.7249908447265625,1,"(-72.18596649169922, 71.59259796142578, 863.1365356445312)","(0.6126878261566162, 0.3214569687843323, 0.9382071495056152)",1,"(0.7985270619392395, -0.05145373195409775)","(109.7452621459961, 221.17599487304688, 72.45556640625)",1,3.7801666259765625,1,"(-18.854324340820312, 55.28852081298828, 864.7633666992188)","(0.5249083638191223, 0.35863152146339417, 0.9334681630134583)",1,1704791571301,0.78,-0.03
3232908196,2163322587198,"(0.7612797021865845, -0.0071733491495251656)","(96.05243682861328, 212.57167053222656, 69.32386779785156)",1,3.7136993408203125,1,"(-72.59902954101562, 71.06906127929688, 864.4231567382812)","(0.6132001280784607, 0.32283541560173035, 0.9407455921173096)",1,"(0.7982187271118164, -0.05312274023890495)","(109.63187408447266, 221.5003204345703, 72.57359313964844)",1,3.7615814208984375,1,"(-19.149721145629883, 54.79882049560547, 866.0878295898438)","(0.5253550410270691, 0.3598853349685669, 0.9360619187355042)",1,1704791571312,0.78,-0.03
3232919299,2163322598301,"(0.7650887370109558, -0.02531878463923931)","(97.45270538330078, 216.0975799560547, 70.60721588134766)",1,3.70709228515625,1,"(-72.12079620361328, 70.98522186279297, 862.1607055664062)","(0.6127226948738098, 0.32261618971824646, 0.9361581802368164)",1,"(0.7949454188346863, -0.05533168837428093)","(108.4285659790039, 221.92955017089844, 72.72981262207031)",1,3.757354736328125,1,"(-18.86114501953125, 54.722225189208984, 863.7979125976562)","(0.5249618887901306, 0.3597400188446045, 0.9314699769020081)",1,1704791571323,0.78,-0.04
3232930402,2163322609404,"(0.7595847845077515, -0.018843529745936394)","(95.42932891845703, 214.83934020996094, 70.14923095703125)",1,3.71221923828125,1,"(-71.9395751953125, 71.09577178955078, 862.1737060546875)","(0.6124200820922852, 0.3223787844181061, 0.9361721277236938)",1,"(0.8197402358055115, -0.12253472208976746)","(117.54359436035156, 234.9880828857422, 77.48274230957031)",1,3.7947845458984375,1,"(-18.549814224243164, 54.790592193603516, 863.7975463867188)","(0.5244477391242981, 0.35959598422050476, 0.9314644932746887)",1,1704791571359,0.79,-0.07
3232941505,2163322620507,"(0.7564346194267273, -0.026292772963643074)","(94.27127075195312, 216.28683471679688, 70.67607116699219)",1,3.716766357421875,1,"(-72.83104705810547, 70.47831726074219, 862.0526123046875)","(0.6139178276062012, 0.3236986994743347, 0.9359794855117798)",1,"(0.8278696537017822, -0.10122387111186981)","(120.5321044921875, 230.84707641601562, 75.9755630493164)",1,3.854705810546875,1,"(-19.439916610717773, 54.27927780151367, 863.7508544921875)","(0.525924026966095, 0.36069542169570923, 0.9313459396362305)",1,1704791571360,0.79,-0.06
3232952608,2163322631611,"(0.7547582387924194, -0.011843636631965637)","(93.65499877929688, 213.4791717529297, 69.6541519165039)",1,3.7336578369140625,1,"(-72.39353942871094, 70.76515197753906, 860.7265014648438)","(0.6133737564086914, 0.32283321022987366, 0.9333189725875854)",1,"(0.8311629295349121, -0.08993137627840042)","(121.7427749633789, 228.6527862548828, 75.17691802978516)",1,3.857757568359375,1,"(-19.1848201751709, 54.56110382080078, 862.3901977539062)","(0.525547981262207, 0.35989123582839966, 0.9286547899246216)",1,1704791571360,0.79,-0.05
3232963711,2163322642713,"(0.7579201459884644, -0.0519980788230896)","(94.81735229492188, 221.28176879882812, 72.49409484863281)",1,3.7393341064453125,1,"(-72.18804931640625, 70.78456115722656, 861.2218627929688)","(0.61296546459198, 0.32288527488708496, 0.9342718720436096)",1,"(0.8069237470626831, -0.028759580105543137)","(112.83200073242188, 216.76620483398438, 70.85057830810547)",1,3.802398681640625,1,"(-18.92009162902832, 54.549896240234375, 862.8707885742188)","(0.525094211101532, 0.35998839139938354, 0.929600715637207)",1,1704791571367,0.78,-0.04
3232974815,2163322653817,"(0.7593092322349548, -0.05128642916679382)","(95.32806396484375, 221.14346313476562, 72.4437484741211)",1,3.7339324951171875,1,"(-72.70613098144531, 71.00838470458984, 862.7205200195312)","(0.6136116981506348, 0.3226557970046997, 0.9373717308044434)",1,"(0.8063752055168152, -0.03247461095452309)","(112.63037872314453, 217.48805236816406, 71.11331939697266)",1,3.7939453125,1,"(-19.408559799194336, 54.752105712890625, 864.3938598632812)","(0.5258420705795288, 0.359746515750885, 0.9326872825622559)",1,1704791571379,0.78,-0.04
3232985918,2163322664920,"(0.7610058188438416, -0.0630853995680809)","(95.95172882080078, 223.43618774414062, 73.27824401855469)",1,3.704498291015625,1,"(-72.92109680175781, 70.5982666015625, 862.6588134765625)","(0.6139808893203735, 0.323542982339859, 0.9372182488441467)",1,"(0.8067436814308167, -0.04147744178771973)","(112.76583099365234, 219.23744201660156, 71.75003814697266)",1,3.804290771484375,1,"(-19.69936752319336, 54.23710250854492, 864.3450927734375)","(0.5263304710388184, 0.36086514592170715, 0.9325382113456726)",1,1704791571390,0.78,-0.05
3232997021,2163322676023,"(0.7812393307685852, -0.13207189738750458)","(103.38993835449219, 236.84127807617188, 78.15731811523438)",1,3.7415313720703125,1,"(-73.27755737304688, 71.26216888427734, 863.3902587890625)","(0.6144579648971558, 0.322208434343338, 0.9388394951820374)",1,"(0.7931937575340271, -0.01718123070895672)","(107.78459930419922, 214.51634216308594, 70.03168487548828)",1,3.849639892578125,1,"(-19.952152252197266, 54.873924255371094, 865.0851440429688)","(0.5267099142074585, 0.3595646321773529, 0.934106707572937)",1,1704791571401,0.79,-0.07
3233008124,2163322687126,"(0.7861300706863403, -0.12047901749610901)","(105.18787384033203, 234.58859252929688, 77.33743286132812)",1,3.8011322021484375,1,"(-73.14661407470703, 71.15476989746094, 864.3555908203125)","(0.6141100525856018, 0.32262372970581055, 0.9407170414924622)",1,"(0.7904220223426819, -0.022749753668904305)","(106.76564025878906, 215.59837341308594, 70.42552947998047)",1,3.844970703125,1,"(-19.794639587402344, 54.7874641418457, 866.04443359375)","(0.5264168381690979, 0.35989120602607727, 0.936002790927887)",1,1704791571412,0.79,-0.07
3233019227,2163322698229,"(0.7875266671180725, -0.1195586696267128)","(105.70128631591797, 234.40977478027344, 77.2723159790039)",1,3.8055267333984375,1,"(-73.45931243896484, 71.03831481933594, 864.2057495117188)","(0.6146475672721863, 0.3228459656238556, 0.9404531121253967)",1,"(0.7901972532272339, -0.01579303666949272)","(106.68302917480469, 214.24659729003906, 69.93350219726562)",1,3.8471832275390625,1,"(-20.212661743164062, 54.661678314208984, 865.91357421875)","(0.5271106958389282, 0.3601403832435608, 0.935745120048523)",1,1704791571423,0.79,-0.07
3233030330,2163322709331,"(0.7681479454040527, -0.030570723116397858)","(98.5772933959961, 217.1181182861328, 70.97862243652344)",1,3.7482147216796875,1,"(-73.95347595214844, 70.56071472167969, 864.1953125)","(0.6154700517654419, 0.3238835632801056, 0.940438449382782)",1,"(0.8223162293434143, -0.11862045526504517)","(118.49057006835938, 234.22747802734375, 77.2059326171875)",1,3.8554840087890625,1,"(-20.642641067504883, 54.27603530883789, 865.9501953125)","(0.527821958065033, 0.36098235845565796, 0.9357900619506836)",1,1704791571433,0.8,-0.07
3233041433,2163322720435,"(0.7664763927459717, -0.03752207010984421)","(97.9627914428711, 218.4688720703125, 71.47025299072266)",1,3.7412261962890625,1,"(-73.5323715209961, 71.19261932373047, 864.5582275390625)","(0.6147167086601257, 0.3225697875022888, 0.941190779209137)",1,"(0.819631814956665, -0.0913403257727623)","(117.50371551513672, 228.9265594482422, 75.27657318115234)",1,3.8797454833984375,1,"(-20.26393699645996, 54.862449645996094, 866.2703857421875)","(0.5271786451339722, 0.35974881052970886, 0.9364848732948303)",1,1704791571445,0.79,-0.06
3233052536,2163322731538,"(0.7693046927452087, -0.03148052468895912)","(99.00252532958984, 217.29490661621094, 71.04296875)",1,3.7391204833984375,1,"(-73.55992126464844, 71.2486343383789, 863.4797973632812)","(0.6149113178253174, 0.3222489356994629, 0.9390627145767212)",1,"(0.8162979483604431, -0.1011386588215828)","(116.27813720703125, 230.8304901123047, 75.96961975097656)",1,3.938140869140625,1,"(-20.407695770263672, 54.904510498046875, 865.1910400390625)","(0.5274550318717957, 0.3595030903816223, 0.934343159198761)",1,1704791571456,0.79,-0.07
3233063640,2163322742642,"(0.7892600893974304, -0.1160326898097992)","(106.3385238647461, 233.72462463378906, 77.02294158935547)",1,3.7779998779296875,1,"(-74.90449523925781, 70.79019927978516, 863.3914794921875)","(0.6171473860740662, 0.3232138752937317, 0.9390419721603394)",1,"(0.7804546356201172, 0.2004026174545288)","(103.10143280029297, 172.23658752441406, 54.643131256103516)",1,3.5157928466796875,1,"(-21.74696922302246, 54.454978942871094, 865.1956176757812)","(0.5296652317047119, 0.3604632616043091, 0.9343607425689697)",1,1704791571467,0.78,0.04
3233074743,2163322753745,"(0.8018949031829834, -0.12717071175575256)","(110.9832992553711, 235.888916015625, 77.81072235107422)",1,3.7180633544921875,1,"(-74.15304565429688, 69.9172134399414, 863.5106811523438)","(0.6159042716026306, 0.3251705467700958, 0.9390086531639099)",1,"(0.7730880975723267, 0.25946202874183655)","(100.39337921142578, 160.7604522705078, 50.46615219116211)",1,3.4336395263671875,1,"(-20.987035751342773, 53.60737228393555, 865.2864990234375)","(0.5284239649772644, 0.3623510003089905, 0.9343989491462708)",1,1704791571477,0.79,0.07
3233085846,2163322764848,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-73.61034393310547, 69.15520477294922, 863.5640869140625)","(0.615013062953949, 0.3268667459487915, 0.9389006495475769)",1,"(0.7568855881690979, 0.3986825942993164)","(94.43701934814453, 133.70785522460938, 40.61978530883789)",1,3.2380828857421875,1,"(-20.25739860534668, 52.85165023803711, 865.325439453125)","(0.5272334218025208, 0.3640291392803192, 0.9343492388725281)",1,1704791571515,0.7568855881690979,0.3986825942993164
3233096949,2163322775950,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.0301284790039, 68.5543212890625, 863.6029663085938)","(0.6157084107398987, 0.32818642258644104, 0.9389539957046509)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.481664657592773, 52.27560043334961, 865.4080200195312)","(0.527607798576355, 0.3652995526790619, 0.9344547390937805)",1,1704791571516
3233108052,2163322787053,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.13134765625, 68.28868103027344, 863.6409912109375)","(0.6158738136291504, 0.32877516746520996, 0.9390050172805786)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.397558212280273, 52.034507751464844, 865.4632568359375)","(0.5274710059165955, 0.3658374845981598, 0.9345319867134094)",1,1704791571516
3233119155,2163322798156,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.33551025390625, 68.025146484375, 863.6243286132812)","(0.6162165403366089, 0.3293475806713104, 0.9389654397964478)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.41654396057129, 51.828128814697266, 865.4722900390625)","(0.5275049805641174, 0.36629101634025574, 0.9345261454582214)",1,1704791571520
3233130258,2163322809260,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.64916229248047, 67.8633041381836, 863.596435546875)","(0.6167398691177368, 0.32969218492507935, 0.9389384984970093)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.555532455444336, 51.73653030395508, 865.4757080078125)","(0.5277347564697266, 0.36648961901664734, 0.9345285892486572)",1,1704791571532
3233141361,2163322820363,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.962158203125, 68.06625366210938, 863.5494384765625)","(0.6172595620155334, 0.3292314112186432, 0.9389306902885437)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.70401954650879, 51.94028091430664, 865.4486694335938)","(0.5279770493507385, 0.366036057472229, 0.9345061182975769)",1,1704791571544
3233152465,2163322831466,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-74.85343170166016, 67.982177734375, 863.5530395507812)","(0.6170810461044312, 0.3294191062450409, 0.9389060139656067)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-20.373525619506836, 51.840911865234375, 865.4513549804688)","(0.527434766292572, 0.3662610650062561, 0.9344838857650757)",1,1704791571554
3233163568,2163322842569,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-76.5772705078125, 67.48086547851562, 863.4360961914062)","(0.6199471950531006, 0.3304663896560669, 0.9388957619667053)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-22.011966705322266, 51.204986572265625, 865.4476318359375)","(0.5301394462585449, 0.36762264370918274, 0.9344809651374817)",1,1704791571565
3233174671,2163322853672,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-76.64675903320312, 67.62285614013672, 863.4473266601562)","(0.6200580596923828, 0.3301546275615692, 0.9389525055885315)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-22.030426025390625, 51.20398712158203, 865.4534301757812)","(0.5301696062088013, 0.36762523651123047, 0.9344934225082397)",1,1704791571576
3233185774,2163322864775,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-76.79060363769531, 67.7885971069336, 863.3759765625)","(0.620303213596344, 0.32977479696273804, 0.9388619661331177)",1,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-21.894254684448242, 51.25893020629883, 865.3888549804688)","(0.5299474596977234, 0.3674990236759186, 0.9343641400337219)",1,1704791571587
3233196877,2163322875878,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-76.30919647216797, 67.85111999511719, 863.3572387695312)","(0.6195111870765686, 0.32964372634887695, 0.9387496113777161)",1,"(0.785489022731781, 1.0491164922714233)","(104.95223236083984, 7.318946361541748, -5.382049083709717)",1,3.1501007080078125,1,"(-21.23601722717285, 51.21583938598633, 865.336181640625)","(0.5288673639297485, 0.3675999343395233, 0.934221088886261)",1,1704791571599,0.785489022731781,1.0491164922714233
3233207980,2163322886981,"(nan, nan)","(nan, nan, nan)",0,nan,0,"(-77.66496276855469, 68.45346069335938, 863.1642456054688)","(0.6217665076255798, 0.3282575011253357, 0.9387009143829346)",1,"(0.785489022731781, 1.0491164922714233)","(104.95223236083984, 7.318946361541748, -5.382049083709717)",1,3.1501007080078125,1,"(-22.764284133911133, 51.85683059692383, 865.2167358398438)","(0.5313769578933716, 0.3661470115184784, 0.9341364502906799)",1,1704791571610,0.785489022731781,1.0491164922714233
